property_name,square_feet,transaction,status,furnishing,facing,description,price_per_sqft,price_lakhs,floor_number,total_floors,area_name,property_type
"4 BHK Apartment for Sale in Happy Astoria, Vesu Surat",2962.0,New Property,Poss. by Dec '24,Unfurnished,Unknown,"Happy Astoria is a perfect 4 bhk family living place. Its near to Air port, Malls, Multiplex, schools, hospitals, shopping, and good restaurants around.  Happy Astoria give you happy family living with all amenities like children play area, senior sitting, Open Amphitheater, jogging track, gym and indoor sports.Read more",5991.0,177.0,5.0,14.0,Super,Area
Plot/Land for Sale in Piplod Surat,1683.0,Resale,144 X 105,2,Unknown,"near temple, school, multiplex,",12181.0,204.99999999999997,,,Plot,Area
"3 BHK Apartment for Sale in Laxmi Aarambh, Vesu Surat",1488.0,New Property,Ready to Move,Unfurnished,Unknown,Altra Luxurious 3 Bhk Flat For Sell In Vesu,5637.0,152.0,7.0,13.0,Carpet,Area
"3 BHK Apartment for Sale in Ambience, Vesu Surat",2493.0,Unfurnished,Poss. by Jan '25,Ambience,Unknown,"Multistorey Apartment for Sale in Vesu, Surat. Covered area is 2493.0  Sq-ft. This property belongs to ""Ambience"" .Read more",6336.0,157.0,,,Super,Area
"4 BHK Apartment for Sale in Roongta Estella, Vesu Surat",2236.0,New Property,Poss. by Jun '26,Unfurnished,East,Lifetime open View from your deck balcony,7316.0,297.0,3.0,19.0,Carpet,Area
"4 BHK Apartment for Sale in Milestone Elitus, Vesu Surat",3376.0,New Property,Poss. by Jun '24,Unfurnished,East,Luxurious Flat For Sell In Vesu Prime Area With All Aminities.,5835.0,197.0,8.0,13.0,Super,Area
5 BHK Penthouse for Sale in Dumas Road Surat,6800.0,New Property,Poss. by Mar '25,Unfurnished,East,3 To 5 Bhk Flat And Pentahouse for Sell In Dumas Road Prime Area With All Luxurious Aaminities.Read more,5200.0,353.0,11.0,12.0,Super,Area
Plot/Land for Sale in Vesu Surat,1260.0,Congo,Freehold,2,Unknown,,15079.0,190.0,,,Plot,Area
"4 BHK Apartment for Sale in Milestone Regalia, Vesu Surat",3211.0,New Property,Poss. by Aug '24,Unfurnished,Unknown,Second VIP  Road Under Development 4BHK  Project near Surat Diamond Bourse 2 Km And  Surat Airport Distance 7 km Far.4 BHK Campus.All Luxrious Amenities with Swimming Pool.Read more,5263.0,169.0,8.0,13.0,Super,Area
"5 BHK Apartment for Sale in DMD Park, Vesu Surat",4675.0,New Property,Poss. by Dec '27,Unfurnished,North,"Situated in vesu, surat, dmd park is a well planned society that offers a pleasant living experience to its residents. This 5 bhk flat in surat is your opportunity to be a part of this community. The flat is facing the northEast direction. The flat is over 4675 sq.Ft. Super built up area and comes with 5 bedrooms, 5 bathrooms and 3 balconies. This flat lies on the 8th level of a 12 storey building. This residential property is still under construction and will be available for possession by december 2025. The beautifully designed granite flooring enhances the beauty of the flat.Read more",6802.0,318.0,5.0,12.0,Super,Area
"5 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",5260.0,Resale,Poss. by Dec '27,Unfurnished,West,These Splendid saces are located among alluring greeneries and secured premisesAim to Redeine a new Dimension Of Luxury and Relaxation.Read more,5703.0,300.0,8.0,12.0,Super,Area
"4 BHK Apartment for Sale in Happy Astoria, Vesu Surat",3767.0,New Property,Poss. by Dec '24,Unfurnished,East,"This is very ideally located, opposite phoenix on vesu main road. All shopping, cinema, medical stores, banks, ATM near by. The flooring is Italian marble, outdoor facility like open amphitheater, jogging track, Gazebo sitting, Kitty party zone, Senior citizen seat out, sports include multipurpose court for badminton, volley ball court, Basket ball, Box cricket pitch, children play area, skating rink, and many more. Perfect for a family living.Read more",5991.0,225.0,5.0,14.0,Super,Area
6 BHK Villa for Sale in Vesu Surat,5000.0,Unfurnished,Ready to Move,5,Unknown,"4 car parking in  bungalow. bungalow elevation good texture near mall , multiplexRead more",,451.0,,,Carpet,Area
"4 BHK Apartment for Sale in Laxmi Aarambh, Vesu Surat",2033.0,New Property,Ready to Move,Unfurnished,Unknown,Altra Luxurious 4 Bhk Flat For Sell In Vesu,5627.0,206.99999999999997,5.0,12.0,Carpet,Area
"4 BHK Apartment for Sale in Ambience, Vesu Surat",3795.0,Unfurnished,Poss. by Jan '25,Ambience,Unknown,"Multistorey Apartment for Sale in Vesu, Surat. Covered area is 3795.0  Sq-ft. This property belongs to ""Ambience"" .Read more",6336.0,240.0,,,Super,Area
"4 BHK Apartment for Sale in Rajhans Kronis, Vesu Surat",2640.0,New Property,Poss. by Jun '26,Unfurnished,East,4bhk premium apartment on VIP road,7191.0,345.0,5.0,13.0,Carpet,Area
"4 BHK Apartment for Sale in Sangini Siddhanta, Vesu Surat",4000.0,New Property,Poss. by Jun '24,Unfurnished,East,,8000.0,320.0,6.0,13.0,Super,Area
4 BHK Apartment for Sale in Dumas Road Surat,3600.0,New Property,Poss. by Mar '25,Unfurnished,East,3 To 5 Bhk Flat And Pentahouse for Sell In Dumas Road Prime Area With All Luxurious Aaminities.Read more,5000.0,180.0,5.0,12.0,Super,Area
Plot/Land for Sale in Vesu Surat,2700.0,Congo,Freehold,2,Unknown,,14444.0,390.0,,,Plot,Area
"4 BHK Apartment for Sale in Avadh Habitat, Dumas Road Surat",3600.0,New Property,Ready to Move,Unfurnished,Unknown,"4 bhk luxurious flat for sale with deck balcony, dummas road.Near Surat AirportAll Luxurious AMENITIES LIKE CLUBRead more",4500.0,162.0,7.0,13.0,Super,Area
"4 BHK Apartment for Sale in DMD Park, Vesu Surat",3510.0,New Property,Poss. by Dec '27,Unfurnished,East,"Looking for a 4 bhk property for sale in surat Buy this 4 bhk flat in dmd park that is situated in vesu, surat. The flat is southFacing. Constructed on a super built up area of 3510 sq.Ft., the flat comprises 4 bedrooms, 4 bathrooms and 2 balconies. The residential building has 12 floors in total and the flat for sale is located on the 5th floor. This residential property is still under construction and will be available for possession by december 2027. The beautifully designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important .Read more",6809.0,239.0,1.0,12.0,Super,Area
"4 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",3600.0,New Property,Poss. by Dec '27,Unfurnished,East,These Splendid saces are located among alluring greeneries and secured premisesAim to Redeine a new Dimension Of Luxury and Relaxation.Read more,5694.0,204.99999999999997,8.0,13.0,Super,Area
"4 BHK Apartment for Sale in Raghuvir Sierra, Vesu Surat",3551.0,New Property,Poss. by Oct '25,Unfurnished,Unknown,"Raghuvir sierra is premium 4 BHK, 3551 square-feet. A place well located on corner has all daily necessity shopping area walking distance.Read more",6398.0,227.0,5.0,12.0,Super,Area
4 BHK Apartment for Sale in Vesu Surat,1650.0,New Property,Poss. by Mar '25,Unfurnished,East,150 feet Road touch and garden facing,5600.0,184.0,5.0,12.0,Carpet,Area
"4 BHK Apartment for Sale in DMD Park, Vesu Surat",1930.0,New Property,Ready to Move,Unfurnished,Unknown,Altra Luxurious 4 Bhk Flat For Sell In Vesu,6500.0,227.99999999999997,7.0,11.0,Carpet,Area
"3 BHK Apartment for Sale in Freedom Tower, Vesu Surat",2587.0,Unfurnished,Poss. by Dec '24,Freedom Tower,Unknown,"Multistorey Apartment for Sale in Vesu, Surat. Covered area is 2587.0  Sq-ft. This property belongs to ""Freedom Tower"" .Read more",6111.0,158.0,,,Super,Area
"4 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",4351.0,New Property,Poss. by Dec '25,Unfurnished,East,4bhk Apartment Near to surat diamond bourse,5700.0,248.0,5.0,13.0,Super,Area
"4 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",3800.0,New Property,Poss. by Jun '24,Unfurnished,East,4 BHK Luxurious Flat For Sell In Vesu Prime Area.,5684.0,216.0,7.0,13.0,Super,Area
"5 BHK Apartment for Sale in Raghuvir Silverstone, Vesu Surat",2393.0,New Property,Ready to Move,Unfurnished,East,4351sqft to 5801sqft ultra luxurious property for sell with all morden amenities.Read more,7200.0,313.0,8.0,12.0,Carpet,Area
"4 BHK Apartment for Sale in Newtone Ashirwad River Homes 1, Piplod Surat",2500.0,New Property,Ready to Move,Unfurnished,East,,9102.0,370.0,6.0,12.0,Carpet,Area
"4 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",3600.0,New Property,Poss. by Dec '24,Unfurnished,East,"4 bhk ultraluxury flat for sale in avadh ercole in vesu, surat.",5278.0,190.0,12.0,13.0,Super,Area
"4 BHK Apartment for Sale in Freedom Tower, Vesu Surat",3047.0,New Property,Poss. by Dec '26,Unfurnished,North,"The residential building has 12 floors in total and the flat for sale is located on the 5th floor. This residential property is still under construction and will be available for possession by december 2026. The beautifully designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to mall, , and close to school. Many of the modern amenities being offered, like swimming pool, cctv surveillance, club house  community center, fitness centre  gym, park, lifts, maintenance staff and visitor parking, will provid.Read more",5907.0,180.0,5.0,12.0,Super,Area
"5 BHK Apartment for Sale in Avadh Bertina, Vesu Surat",5600.0,New Property,Poss. by Dec '25,Unfurnished,East,These Splendid saces are located among alluring greeneries and secured premisesAim to Redeine a new Dimension Of Luxury and Relaxation.Read more,6000.0,336.0,9.0,13.0,Super,Area
"3 BHK Apartment for Sale in Sky Superia, VIP Road Surat",2400.0,New Property,Ready to Move,Unfurnished,East,"Sky Superia is prime location project for 3BHK with specious bedroom with italian marble flooring. It has amenities like swimming pool,jogging track and well equipped gym. it has 11 ft height that gives a flat a lavish look and it is walking distance from Shyam Baba Mandir.Read more",6300.0,151.0,1.0,20.0,Super,Area
4 BHK  House for Sale in Piplod Surat,2300.0,Semi-Furnished,Poss. by Jul '24,East,Unknown,your home with land,66000.0,1650.0,,,Carpet,Area
"4 BHK Apartment for Sale in Atmosphere Green, Vesu Surat",1870.0,New Property,Ready to Move,Unfurnished,Unknown,Altra Luxurious 4 Bhk Flat For Sell In Vesu,5471.0,186.0,7.0,13.0,Carpet,Area
"4 BHK Apartment for Sale in Freedom Tower, Vesu Surat",3047.0,Unfurnished,Poss. by Dec '24,Freedom Tower,Unknown,"Multistorey Apartment for Sale in Vesu, Surat. Covered area is 3047.0  Sq-ft. This property belongs to ""Freedom Tower"" .Read more",6111.0,186.0,,,Super,Area
"4 BHK Apartment for Sale in DMD Signus, Vesu Surat",3133.0,New Property,Poss. by Jun '25,Unfurnished,East,4bhk Apartment With all lifestyle amenities in campus,7200.0,225.0,5.0,12.0,Super,Area
"4 BHK Apartment for Sale in Avadh Bertina, Vesu Surat",2500.0,New Property,Poss. by Jun '24,Unfurnished,East,Luxurious Flat For Sell In Vesu Prime Location With All Aminities.Read more,6100.0,280.0,7.0,13.0,Carpet,Area
4 BHK Apartment for Sale in Dumas Road Surat,4500.0,New Property,Poss. by Sep '24,Unfurnished,Unknown,4 bhk luxurious flat for sell in dumas road area with all aminities.Read more,4489.0,202.0,7.0,12.0,Super,Area
"4 BHK Apartment for Sale in Freedom Tower, Vesu Surat",3047.0,New Property,Poss. by Dec '24,Unfurnished,Unknown,3Bhkand 4Bhkproject NearPrimeShoppers VesuSurat 3Bhk-2432sqft4Bhk-3047sqftRead more,5481.0,167.0,5.0,13.0,Super,Area
"4 BHK Apartment for Sale in Laxmi Aarambh, Vesu Surat",3700.0,New Property,Ready to Move,Unfurnished,East,"Looking for a 4 bhk property for sale in surat Buy this 4 bhk flat in dmd park that is situated in vesu, surat. The flat is southFacing. Constructed on a super built up area of 3700 sq.Ft., the flat comprises 4 bedrooms, 4 bathrooms and 1 balconies. The residential building has 12 floors in total and the flat for sale is located on the 5th floor. This residential property is still under construction and will be available for possession by december 2023. The beautifully designed granite flooring enhances the beauty of the flat.Read more",5800.0,214.0,5.0,12.0,Super,Area
"4 BHK Apartment for Sale in Millionaires Lifestyle, Vesu Surat",3113.0,New Property,Poss. by Dec '24,Unfurnished,East,"Millionaires Lifestyle in Vesu, Surat is a ready to move residential project . The project offers meticulously designed 4 BHK FlatsApartments in Vesu, Surat for comfortable  peaceful living. The project is developed by Shreeji Develoupers  Milestone Reality.Read more",6521.0,202.99999999999997,8.0,14.0,Super,Area
"4 BHK Apartment for Sale in Sangini Arise, Vesu Surat",4150.0,New Property,Ready to Move,Unfurnished,North,"Sangini Arise is one of the most premium residential project by well known Sangini Developers. The 4 BHK residential flats has specious bedrooms , space for pooja room, deck balcony , servant room and goods lift for convenience. The project has world class aminities such as reflection pool, poolside deck, basketball court and banquet lawn.Read more",7500.0,311.0,2.0,17.0,Super,Area
"6 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",5338.0,Resale,Poss. by Oct '25,Unfurnished,East,Double Decker,5902.0,572.0,11.0,12.0,Carpet,Area
"4 BHK Apartment for Sale in Rajhans Cremona, Vesu Surat",2250.0,New Property,Ready to Move,Unfurnished,Unknown,Luxurious 4 Bhk Flat For Sell In Vesu,6805.0,279.0,7.0,13.0,Carpet,Area
"4 BHK Apartment for Sale in Milestone Pristine, Vesu Surat",4300.0,Unfurnished,Poss. by Jan '25,Milestone Pristine,Unknown,"Multistorey Apartment for Sale in Vesu, Surat. Covered area is 4300.0  Sq-ft. This property belongs to ""Milestone Pristine"" .Read more",5850.0,250.99999999999997,,,Super,Area
"4 BHK Apartment for Sale in Milestone Pristine, Vesu Surat",2310.0,New Property,Poss. by Dec '24,Unfurnished,East,pure Vegetarian Campus with Possession soon,5786.0,243.00000000000003,5.0,12.0,Carpet,Area
"4 BHK Apartment for Sale in DMD Signus, Vesu Surat",3133.0,New Property,Poss. by Dec '24,Unfurnished,East,4 BHK Luxurious Flat For Sell in Vesu With All Aminities.Contact For More Details .Read more,6799.0,213.0,5.0,12.0,Super,Area
Office Space for Sale in Parley Point Surat,3000.0,New Property,Ready to Move,1,Unknown,,14000.0,420.0,4.0,8.0,Super,Area
"5 BHK Apartment for Sale in Surya Heritage, Vesu Surat",7150.0,New Property,Ready to Move,Unfurnished,East,"Situated in vesu, surat, dmd park is a well planned society that offers a pleasant living experience to its residents. This 5 bhk flat in surat is your opportunity to be a part of this community. The flat is facing the northEast direction. The flat is over 7150 sq.Ft. Super built up area and comes with 5 bedrooms, 5 bathrooms and 1 balconies. This flat lies on the 8th level of a 12 storey building. This residential property is still under construction and will be available for possession by december 2023.Read more",8000.0,572.0,5.0,11.0,Super,Area
"4 BHK Apartment for Sale in Avadh Bertina, Vesu Surat",4200.0,New Property,Poss. by Dec '25,Unfurnished,East,These Splendid saces are located among alluring greeneries and secured premisesAim to Redeine a new Dimension Of Luxury and Relaxation.Read more,6000.0,252.0,7.0,12.0,Super,Area
"3 BHK Apartment for Sale in Sangini Lakeville, Vesu Surat",3000.0,New Property,Poss. by Dec '25,Unfurnished,East,4 BHK Luxurious Flat For Sell In Vesu Prime Area With All Aminities.Read more,6750.0,202.0,3.0,20.0,Super,Area
"5 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",2915.0,Resale,Poss. by Oct '25,Unfurnished,East,Luxurious project,5700.0,302.0,5.0,12.0,Carpet,Area
"5 BHK Apartment for Sale in Unison Crest, Vesu Surat",3135.0,New Property,Ready to Move,Unfurnished,Unknown,Altra Luxurious 4 Bhk Flat For Sell In Vesu at premium location,6851.0,390.0,7.0,9.0,Carpet,Area
